Source List,Entity Number,SDN Type,Programs,Name,Title,Address,City,State/Province,Postal Code,Country,Federal Register Notice,Effective Date,Date Lifted/Waived/Expired,Standard Order,License Requirement,License Policy,Call Sign,Vessel Type,Gross Tonnage,Gross Register Tonnage,Vessel Flag,Vessel Owner,Remarks/Notes,Address Number,Address Remarks,Alternate Number,Alternate Type,Alternate Name,Alternate Remarks,Web Link,,,,
EL,,,,China Electronics Technology Group Corporation 55th Research Institute (CETC 55),,"524 East Zhongshan Road, Nanjing, Jiangsu",Nanjing,,,China,83 FR 37423; 85 FR 34497,8/1/2018; 6/5/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Nanjing Electronic Devices Institute; CETC Research Institute 55; and NEDI,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Electronics Technology Group Corporation 55th Research Institute (CETC 55),,"523 East Zhongshang Road, Nanjing, Jiangsu",Nanjing,,,China,83 FR 37423; 85 FR 34497,8/1/2018; 6/5/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Nanjing Electronic Devices Institute; CETC Research Institute 55; and NEDI,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Electronics Technology Group Corporation 55th Research Institute (CETC 55),,166 Middle Zhenghang Road,Nanjing,,,China,83 FR 37423; 85 FR 34497,8/1/2018; 6/5/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Nanjing Electronic Devices Institute; CETC Research Institute 55; and NEDI,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Electronics Technology Group Corporation 55th Research Institute (CETC 55),,166 Zhengfand Mid Road,Nanjing,,,China,83 FR 37423; 85 FR 34497,8/1/2018; 6/5/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Nanjing Electronic Devices Institute; CETC Research Institute 55; and NEDI,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Electronics Technology Group Corporation 55th Research Institute (CETC 55),,166 Zhengfang Mid Road,Nanjing,,,China,83 FR 37423; 85 FR 34497,8/1/2018; 6/5/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Nanjing Electronic Devices Institute; CETC Research Institute 55; and NEDI,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Electronics Technology Group Corporation 55th Research Institute (CETC 55),,Huaxia Sci and Tech Park Hi-Tech Development,Nanjing,,,China,83 FR 37423; 85 FR 34497,8/1/2018; 6/5/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Nanjing Electronic Devices Institute; CETC Research Institute 55; and NEDI,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Electronics Technology Group Corporation 55th Research Institute (CETC 55),,"RM 2105 Huaxia Bldg, No 81 Zhongshan Rd",Nanjing,,,China,83 FR 37423; 85 FR 34497,8/1/2018; 6/5/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Nanjing Electronic Devices Institute; CETC Research Institute 55; and NEDI,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Electronics Technology Group Corporation 55th Research Institute (CETC 55),,"8 Xingwen Road, Economic and Tech",Nanjing,,,China,83 FR 37423; 85 FR 34497,8/1/2018; 6/5/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Nanjing Electronic Devices Institute; CETC Research Institute 55; and NEDI,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Electronics Technology Group Corporation 55th Research Institute (CETC 55),,,Nanjing,,,China,83 FR 37423; 85 FR 34497,8/1/2018; 6/5/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,Subordinate Institution:  Nanjing Guosheng Electronics ,"8 Xingwen Road, Economic and Tech, Nanjing, China; and 166 Middle Zhenghang Road, Nanjing, China; and 166 Zhengfang Mid Road, Nanjing, China; and 166 Zhengfand Mid Road, Nanjing, China; and 168 Zhengfand Mid Road, Nanjing, China; and 165 Zhangfang Mid-Road, Nanjing, China; and 414 South Zhong Shan Road, Nanjing, Jiangsu, China",,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Electronics Technology Group Corporation 55th Research Institute (CETC 55),,,Nanjing,,,China,83 FR 37423; 85 FR 34497,8/1/2018; 6/5/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,Subordinate Institution: Nanjing Guobo Electronic,"166 Zhengfang Mid Road, Nanjing, China",,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Electronics Technology Group Corporation 55th Research Institute (CETC 55),,,Nanjing,,,China,83 FR 37423; 85 FR 34497,8/1/2018; 6/5/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,Subordinate Institution:  NEDITEK,"2nd Floor, B4 Block, Jiulonghui Park, No. 19 Suyuan Avenue, Nanjing, China; and 524 Zhongzhan East Road, Nanjing, Jiangsu, China; and 524 East Zhongshan Road, Nanjing, Jiangsu, China; and 523 East Zhongshang Road, Nanjing, Jiangsu, China; and 166 Middle Zhenghang Road, Nanjing, China; and 166 Zhengfang Mid Road, Nanjing, China; and 166 Zhengfang Mid Road, Nanjing, China; and Huaxia Sci and Tech Park Hi-Tech Development, Nanjing, China; and RM 2105 Huaxia Bldg, No 81 Zhongshan Rd, Nanjing, China; and 8 Xingwen Road, Economic and Tech, Nanjing, China",,,,NEDI Technology; NTESY; and Nanjing Nade Technology,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Tech Hi Industry Import and Export Corporation,,"30 Haidian Road, Beijing, China; and No A 16 Zao Jun Miao, Haidian, Beijing, China",Beijing,,,China,83 FR 37423,8/1/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,CTHC; and Tianhang Industry Import and Export Company,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,China Volant Industry ,,"30 Haidian Road, Beijing, China; and Room 703, 7th Floor, Building 1, No 11, Changchunqiao Road, Haidian District, Beijing, China",Beijing,,,China,83 FR 37423,8/1/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Volinco; and China Huateng Industry,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Hebei Far East Communication System Engineering,,"21 Changsheng Street, Shijiazhuang, Hebei, China; and 21 Changsheng Road, Shijiazhuang, Hebei, China; and 589 West Zhongshan Road, Shijiazhuang, Hebei, China",Hebei,,,China,83 FR 37423,8/1/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Hebei Far East Comm.; and HBFEC,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Ma Yunong,,"B-804 SOHO New Town, 88 Jianguo Road, Chaoyang District, Beijing, 100022, China; and Room 1002, LT Square, No. 500, Chengdu North Road, Shanghai, 200003, China; and Unit 1906-2, West Tower, Fortune Plaza, No. 114, Tiyu Dong Rd, Tianhe District, Guangzhou 510620, China",,,,China,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,George Ma,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Seajet Company Limited,,"B-804 SOHO New Town, 88 Jianguo Road, Chaoyang District",Beijing,,100022,China,83 FR 44824;,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,"Hisiang Logistics Company Limited; Beijing Haixiang International Transport Agency Co., Ltd.; GDL Company Limited",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Seajet Company Limited,,"Room 1002, LT Square, No. 500, Chengdu North Road",Shanghai,,200003,China,,,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,"Hisiang Logistics Company Limited; Beijing Haixiang International Transport Agency Co., Ltd.; GDL Company Limited",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Seajet Company Limited,,"Unit 1906-2, West Tower, Fortune Plaza, No. 114, Tiyu Dong Rd, Tianhe District ",Guangzhou ,,510620,China,,,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,"Hisiang Logistics Company Limited; Beijing Haixiang International Transport Agency Co., Ltd.; GDL Company Limited",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Seajet Company Limited,,"No. 2, Juhe 6 Street, Jufuyuan, Business Development Tongzhou Di",Beijing,,,China,,,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,"Hisiang Logistics Company Limited; Beijing Haixiang International Transport Agency Co., Ltd.; GDL Company Limited",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Seajet Company Limited,,"Room 2, A316 Haidin 9 Road, Tianjin, Port Free Trade Zone",Tianjin,,,China,,,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,"Hisiang Logistics Company Limited; Beijing Haixiang International Transport Agency Co., Ltd.; GDL Company Limited",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Seajet Company Limited,,"2-403 No.2 Jinsui Lu, Nanfaxin, Shunyi District",Beijing,,,China,,,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,"Hisiang Logistics Company Limited; Beijing Haixiang International Transport Agency Co., Ltd.; GDL Company Limited",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Seajet Company Limited,,"Room 2201-23, Building (1-5), No. 600 Hengfeng Road, Jing’an District",Shanghai ,,,China,,,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,"Hisiang Logistics Company Limited; Beijing Haixiang International Transport Agency Co., Ltd.; GDL Company Limited",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Seajet Company Limited,,"404 (8), Zongbao Zone Building, No. 1998, Innovation Avenue, Dongxihu District",Wuhan,,,China,,,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,"Hisiang Logistics Company Limited; Beijing Haixiang International Transport Agency Co., Ltd.; GDL Company Limited",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Seajet Company Limited,,"Zibian A25 3rd Floor, No. 98 Jianji Road, Haizhu District",Guangzhou,,,China,,,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,"Hisiang Logistics Company Limited; Beijing Haixiang International Transport Agency Co., Ltd.; GDL Company Limited",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Seajet Company Limited,,"B-807 SOHO New Town, 88 Jianguo Road Chaoyang District",Beijing,,100022,China,,,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,"Hisiang Logistics Company Limited; Beijing Haixiang International Transport Agency Co., Ltd.; GDL Company Limited",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Calvin Law,,"Flat 2808, 28/F, Asia Trade Centre, 79 Lei Muk Road, Kwai Chung, N.T., Hong Kong; and Units 801-803 and 805, Park Sun Building, No. 97-107 Wo Yi Hop Road, Kwai Chung, Hong Kong","Kwai Chung, N.T.",,,Hong Kong,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,CLC Holdings Limited,,"Flat 2808, 28/F, Asia Trade Centre, 79 Lei Muk Road, Kwai Chung, N.T., Hong Kong; and Units 801-803 and 805, Park Sun Building, No. 97-107 Wo Yi Hop Road, Kwai Chung, Hong Kong","Kwai Chung, N.T.",,,Hong Kong,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,CLC Xpress,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,LHI Technology (H.K.) Company Limited,,"Units 801-803 and 805, Park Sun Building, No. 97-107 Wo Yi Hop Road, Kwai Chung, Hong Kong","Kwai Chung, N.T.",,,Hong Kong,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Ray Hui,,"Units 801-803 and 805, Park Sun Building, No. 97-107 Wo Yi Hop Road, Kwai Chung, N.T., Hong Kong",Kwai Chung,,,Hong Kong,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,ZM International Company Ltd.,,"4/F Enterprise Bldg 228-238, Queen?s Road Central, Hong Kong; and Room C, 22/F, 235 Wing Lok Street, Trade Centre, Sheung Wan, Hong Kong","Sheung Wan, N.T.",,,Hong Kong,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,UEC (Pvt.) Ltd.,,"29-M, Civic Centre, Model Town Ext.",Lahore,,43700,Pakistan,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,UEC (Pvt.) Ltd.,,"Office No. 610, 6th Floor, Progressive Centre, 30-A, Block No. 6, P.E.C.H.S.",Karachi,,,Pakistan,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,(See alternate addresses under Saudi Arabia and U.A.E.),,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Joint Stock Company (JSC) NIIME,,"1st Zapadniy Proezd 12/1, Zelenograd, Russia, 124460",Zelenograd,,,Russia,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Aktsionernoe Obshchestvo (AO) Nauchnoisledovatelskiy Institut Molekulyarnoy Elektroniki (NIIME),,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Joint Stock Company (JSC) NIIME,,"1st Zapadniy Proezd 12/1, Zelenograd, Russia, 124460",Zelenograd,,,Russia,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,, ,,,,,,Molecular Electronics Research Institute (MERI),,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,UEC (Pvt.) Ltd.,,"P.O. Box 245221, Riyadh 11312, Kingdom of Saudi Arabia",Riyadh,,,Saudi Arabia,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,(See alternate addresses under Pakistan and U.A.E.),,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,3K Aviation Consulting and Logistics,,"Biniciler Apt. Savas Cad. No. 18/5, Sirinyali Mah. 07160",Antalya,,,Turkey,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,3K Havacilik ve Danismanlik SAN. TIC. LTD. ST.,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,3K Aviation Consulting and Logistics,,"Sonmez Apt. No. 4/5 1523 Sokak, Sirinyali Mah. 07160",Antalya,,,Turkey,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,3K Havacilik ve Danismanlik SAN. TIC. LTD. ST.,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Huseyin Engin Borluca,,"Biniciler Apt. Savas Cad. No. 18/5, Sirinyali Mah. 07160",Antalya,,,Turkey,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Huseyin Engin Borluca,,"Sonmez Apt. No. 4/5 1523 Sokak, Sirinyali Mah. 07160",Antalya,,,Turkey,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Good Luck Shipping LLC,,"Office 206/207 Malik Saeed, Ahmad Ghabbash, Bur",Dubai,,,UAE,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Good Luck Shipping Services: GLS ,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Good Luck Shipping LLC,,"P.O. Box 8486, Dubai, UAE; PO Box 5562",Dubai,,,UAE,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Good Luck Shipping Services: GLS ,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Good Luck Shipping LLC,,PO Box 5562,Dubai,,,UAE,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Good Luck Shipping Services: GLS ,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Techcare Services FZ LLC,,"No. 1, Ground Floor Office 8/D, P.O. Box 312391",Al-Jazeera Al Hamra,,,UAE,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,UEC (Pvt.) Ltd.,,P.O. Box 97,Abu Dhabi,,,UAE,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,(See alternate addresses under Pakistan and Saudi Arabia),,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Evans Meridians Ltd.,,"Drake Chambers, 1st Floor Yamraj Building, PO Box 3321, Road Town, Tortola",British Virgin Islands,,,United Kingdom,83 FR 44824,9/4/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Mohammad Ghassem Najafi,,"Unit 705, No. 103, Potbediteley Ave.,",Minsk,,,Belarus,83 FR 48534,9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nilco Group,,"Unit 705, No. 103, Potbediteley Ave.",Minsk,,,Belarus,83 FR 48534,9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,see alternate addresses under Iran and Russia,,,,,Nilfam Khazar Co.,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nilco Group,,"Unit 6, No. 1, Mehr Alley, Gilan St., Boostan 2, Pasdaran Ave.",Tehran,,,Iran,83 FR 48534,9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,see alternate addresses under Belarus and Russia,,,,,Nilfam Khazar Co.,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,AeroComposit,,"Antonova Prospekt 1, Zavolzhsky District",Ulyanovsk,,432072,Russia,83 FR 48534,9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Divetechnoservices,,"Ulitsa Zheleznovodskaya, 18 / 2 Litera A",Saint Petersburg,,199155,Russia,83 FR 48534,9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,OOO Divetechnoservice; OOO Daivtekhnoservis; OOO Dayvtekhnoservis; OOO NPP DTS and OOO DTS,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Federal State Unitary Enterprise Scientific Production Enterprise ""GAMMA""",,Ul. Profsoyuznaya d. 78 str. 4,Moscow,,117393,Russia,83 FR 48534,9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Joint Stock Company Scientific-Research Institute ""Vektor""",,"Ul. Akademika Pavlova, d. 14-A",Saint Petersburg,,197376,Russia,83 FR 48534,9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nilco Group,,"Unit 439, 2 Mozhayskoe Road",Moscow,,,Russia,83 FR 48534,9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,(see alternate addresses under Belarus and Iran).,,,,,Nilfam Khazar Co.,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Obninsk Research and Production Enterprise (ORPE),,Kievskoe Shosse 15,Obninsk,,249031,Russia,83 FR 48534,9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,ORPE Technologiya; ONPP Technologiya; Obninsk Composite Materials Plant,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Oceanos,,19/2 Esenina Street,Saint Petersburg,,194295,Russia,83 FR 48534,9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Oceanos,,16/2 A-H Engelsa Prospekt,Saint Petersburg,,195156,Russia,83 FR 48534,9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Open Joint Stock Company Aviadvigatel,,Komsomolsky Prospekt 93,Perm,,614990,Russia,83 FR 48534,9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,AVI,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Open Joint Stock Company Information Technology and Communication Systems,,"Proezd Petrovsko-Razumovski Star, d. 1/23 str. 1 Business Center ?Vympel,? M",Moscow,,127287,Russia,83 FR 48534,9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,OJSC Infoteks; OJSC Infotecs,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Open Joint Stock Company Scientific and Production Corporation of Precision Instruments Engineering (NPK-SPP),,Aviamotornaya Ulitsa 53,Moscow,,111024,Russia,83 FR 48534,9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,OJC RPC PSI,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Syrus Systems,,"3-Y Novyy Pereulok, 5",Moscow,,107140,Russia,83 FR 48534,9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Voronezh Scientific Research Institute ""Vega""",,Moskovskiy Prospekt 7B,Voronezh,,394026,Russia,83 FR 48534,9/26/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,"Voronezhskiy Nauchno-Issledovatelskiy Institut ""Vega""; VNII Vega",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Fujian Jinhua Integrated Circuit Company, Ltd.",,"Sanchuang Park, Century Avenue",Jinjiang,Fujian Province,,China,83 FR 54521,10/30/2018,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,JHICC,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Avin Electronics Technology Co., Ltd. (AETC)",,"Room 401, Yuepeng Building, Jiabin Road, Luohu District, Shenzhen, Guangdong",Shenzhen,,,China,84  FR 21233,5/14/2019,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,(see alternate address under Hong Kong).,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Avin Electronics Technology Co.., Ltd. (AETC)",,"1019 Jiabin Road, Luohu Qu, Shenzhen Shi, Guangdong",Shenzhen,,,China,84  FR 21233,5/14/2019,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,(see alternate address under Hong Kong).,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Longkui Qu,,"Gucheng, Linhai",Zhejiang,,317000,China,84  FR 21233,5/14/2019,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
